,Order_Number,Order_Date,Customer_Names,Channel,Product_Name,Order_Quantity,Unit_Price,Line_Total,Total_Unit_Cost,State_Code,County,State,Region,Latitude,Longitude,2017_Budgets
58381,SO - 0004281,2017-10-16,Zoonoodle Ltd,Distributor,Product 21,7,3932.9,27530.3,1769.805,GA,Bibb County,Georgia,South,32.808840000000004,-83.69419,959899.2180000001
58382,SO - 0005605,2017-10-16,Jabbercube Corp,Wholesale,Product 14,9,837.5,7537.5,561.125,IN,Madison County,Indiana,Midwest,40.08977,-85.68945,4028698.4090000005
58383,SO - 0006289,2017-10-16,Rooxo Company,Wholesale,Product 1,10,5138.900000000001,51389.00000000001,4162.509000000001,IL,DuPage County,Illinois,Midwest,41.86177,-87.9761,3016489.209
58384,SO - 0006958,2017-10-16,State Ltd,Wholesale,Product 12,11,5829.0,64119.0,4196.88,CA,Los Angeles County,California,West,34.05529,-117.75228,1356976.996
58385,SO - 0008469,2017-10-16,Pacific Ltd,Export,Product 24,9,1065.3,9587.699999999999,692.445,AL,Tuscaloosa County,Alabama,South,33.20984,-87.56917,756557.97
58386,SO - 0010367,2017-10-16,Aldi Ltd,Distributor,Product 12,8,1132.3,9058.4,724.672,TX,Victoria County,Texas,South,28.80527,-97.0036,1356976.996
58387,SO - 0009989,2017-10-16,Rhynoodle Ltd,Wholesale,Product 27,9,958.1,8622.9,814.385,CA,Los Angeles County,California,West,34.39166,-118.54259,964940.2310000001
58388,SO - 0008965,2017-10-16,Aromaticos Company,Export,Product 2,5,268.0,1340.0,176.88,CA,Contra Costa County,California,West,38.00492,-121.80579,3050087.565
58389,SO - 0001234,2017-10-16,Cogidoo Company,Wholesale,Product 15,8,4006.6,32052.8,2283.7619999999997,IN,Howard County,Indiana,Midwest,40.48643,-86.1336,3299478.315
58390,SO - 0004776,2017-10-16,Voonyx Group,Wholesale,Product 26,5,1025.1000000000001,5125.500000000001,410.0400000000001,FL,Palm Beach County,Florida,South,26.52535,-80.06643,5685138.2700000005
58391,SO - 0005703,2017-10-16,Zoonder Group,Wholesale,Product 3,9,1078.7,9708.300000000001,571.711,TX,Hidalgo County,Texas,South,26.1948,-98.18362,2642352.432
58392,SO - 0005731,2017-10-16,Kare Corp,Wholesale,Product 1,7,2874.3,20120.100000000002,1667.094,NY,Kings County,New York,Northeast,40.62472,-73.95222,3016489.209
58393,SO - 0005825,2017-10-16,Livepath Corp,Distributor,Product 3,12,1889.4,22672.800000000003,906.912,CA,Sacramento County,California,West,38.61713,-121.32828,2642352.432
58394,SO - 0006250,2017-10-16,Skajo Ltd,Wholesale,Product 30,5,1882.7,9413.5,1299.0629999999999,TX,Hidalgo County,Texas,South,26.1948,-98.18362,1011609.684
58395,SO - 0007057,2017-10-16,American Corp,Distributor,Product 19,9,891.1,8019.900000000001,436.639,FL,Broward County,Florida,South,26.10037,-80.39977,1645841.6
58396,SO - 0008214,2017-10-16,Blogspan Ltd,Wholesale,Product 1,9,241.20000000000002,2170.8,173.66400000000002,NJ,Ocean County,New Jersey,Northeast,40.06177,-74.10956,3016489.209
58397,SO - 0008551,2017-10-16,Rooxo Company,Wholesale,Product 6,10,3953.0,39530.0,2411.33,NJ,Middlesex County,New Jersey,Northeast,40.50399,-74.34941,1672229.416
58398,SO - 000985,2017-10-16,Aimbo Corp,Distributor,Product 17,6,207.70000000000002,1246.2,153.698,TX,Williamson County/Travis County,Texas,South,30.51457,-97.81922,2119616.824
58399,SO - 0002857,2017-10-16,Skyvu Group,Wholesale,Product 20,5,5433.7,27168.5,3205.883,CA,Riverside County,California,West,33.78252,-117.22865,2067108.1199999999
58400,SO - 0003037,2017-10-16,Divanoodle Ltd,Export,Product 24,9,1018.4,9165.6,407.36,IN,Monroe County,Indiana,Midwest,39.11904,-86.51979,756557.97
58401,SO - 0009238,2017-10-16,Revitol Company,Distributor,Product 25,10,3999.9,39999.0,2119.947,OK,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,Oklahoma,South,35.46708,-97.51366,5342315.484
58402,SO - 0010243,2017-10-16,Neutrogena Ltd,Wholesale,Product 26,11,1199.3,13192.3,515.699,WA,Yakima County,Washington,West,46.60207,-120.5059,5685138.2700000005
58403,SO - 0008992,2017-10-16,Kare Corp,Export,Product 15,10,1768.8,17688.0,955.152,MS,DeSoto County,Mississippi,South,34.98898,-90.01259,3299478.315
58404,SO - 0009003,2017-10-16,Pfizer Corp,Distributor,Product 3,12,2003.3,24039.6,1201.98,NY,Albany County,New York,Northeast,42.74333,-73.7856,2642352.432
58405,SO - 0008340,2017-10-16,Talane Group,Wholesale,Product 3,7,5038.400000000001,35268.8,2418.4320000000002,CA,Orange County,California,West,33.60002,-117.672,2642352.432
58406,SO - 000778,2017-10-16,Pixoboo Corp,Export,Product 2,5,1165.8,5829.0,944.298,CA,Riverside County,California,West,33.95333,-117.39611,3050087.565
58407,SO - 0001342,2017-10-16,Voolith Ltd,Distributor,Product 17,9,5380.1,48420.9,4304.080000000001,TX,Hidalgo County,Texas,South,26.1948,-98.18362,2119616.824
58408,SO - 0001581,2017-10-16,Pacific Ltd,Wholesale,Product 2,7,1038.5,7269.5,820.4150000000001,OH,Stark County,Ohio,Midwest,40.79895,-81.37845,3050087.565
58409,SO - 0002109,2017-10-16,Gabvine Ltd,Wholesale,Product 26,9,3912.8,35215.200000000004,2034.6560000000002,OR,Benton County/Linn County,Oregon,West,44.62693,-123.09674,5685138.2700000005
58410,SO - 0005140,2017-10-16,Holston Company,Distributor,Product 20,9,1125.6000000000001,10130.400000000001,506.5200000000001,AR,Sebastian County,Arkansas,South,35.38592,-94.39855,2067108.1199999999
58411,SO - 0005847,2017-10-16,Skyvu Group,Distributor,Product 14,10,3819.0,38190.0,2482.35,WA,Benton County,Washington,West,46.28569,-119.28446,4028698.4090000005
58412,SO - 0006725,2017-10-16,Mydo Corp,Distributor,Product 28,9,2458.9,22130.100000000002,1180.272,CA,Sacramento County,California,West,38.61713,-121.32828,1003867.767
58413,SO - 0008648,2017-10-16,Rhynoodle Ltd,Distributor,Product 14,6,3832.4,22994.4,3104.244,RI,Providence County,Rhode Island,Northeast,41.87871,-71.38256,4028698.4090000005
58414,SO - 0010303,2017-10-16,Actavis Company,Wholesale,Product 26,6,1118.9,6713.400000000001,514.6940000000001,MI,Wayne County,Michigan,Midwest,42.24087,-83.26965,5685138.2700000005
58415,SO - 0008669,2017-10-16,Oba Company,Wholesale,Product 19,8,1118.9,8951.2,928.687,IA,Plymouth County/Woodbury County,Iowa,Midwest,42.49567,-96.39053,1645841.6
58416,SO - 0010217,2017-10-16,Nexus Group,Wholesale,Product 26,11,978.2,10760.2,538.0100000000001,IN,Marion County,Indiana,Midwest,39.77186,-86.26094,5685138.2700000005
58417,SO - 000223,2017-10-16,Actavis Company,Export,Product 19,11,1802.3,19825.3,756.966,NJ,Hudson County,New Jersey,Northeast,40.66871,-74.11431,1645841.6
58418,SO - 0001202,2017-10-16,Neutrogena Ltd,Distributor,Product 1,9,1896.1000000000001,17064.9,1573.7630000000001,MN,Hennepin County,Minnesota,Midwest,44.97997,-93.26384,3016489.209
58419,SO - 0002837,2017-10-16,Jayo Company,Wholesale,Product 25,5,1038.5,5192.5,747.72,TX,Harris County,Texas,South,30.07994,-95.41716,5342315.484
58420,SO - 0005607,2017-10-16,Fivebridge Ltd,Wholesale,Product 8,8,904.5,7236.0,750.735,FL,Polk County/Osceola County,Florida,South,28.11873,-81.47923,1085037.3290000001
58421,SO - 0006372,2017-10-16,Actavis Company,Wholesale,Product 12,10,1279.7,12797.0,652.647,CA,San Bernardino County,California,West,34.1064,-117.37032,1356976.996
58422,SO - 0009599,2017-10-16,Colgate-Pa Group,Export,Product 1,8,3999.9,31999.2,2159.9460000000004,MS,Rankin County/Hinds County/Madison County,Mississippi,South,32.31583,-90.21282,3016489.209
58423,SO - 0010597,2017-10-16,Yodoo Ltd,Wholesale,Product 18,10,227.8,2278.0,102.51,NJ,Ocean County,New Jersey,Northeast,40.06177,-74.10956,2309499.045
58424,SO - 0009242,2017-10-16,Lazzy Group,Distributor,Product 16,12,234.5,2814.0,126.63000000000001,PA,Montgomery County,Pennsylvania,Northeast,40.11242,-75.11564,2062061.144
58425,SO - 0001322,2017-10-17,Trunyx Ltd,Wholesale,Product 26,12,207.70000000000002,2492.4,137.08200000000002,MN,Hennepin County,Minnesota,Midwest,44.88969,-93.34995,5685138.2700000005
58426,SO - 0004683,2017-10-17,Jabbercube Corp,Distributor,Product 15,6,1876.0,11256.0,1331.96,NY,Suffolk County,New York,Northeast,40.64092,-73.31669,3299478.315
58427,SO - 0005680,2017-10-17,Walgreen Corp,Wholesale,Product 5,6,1768.8,10612.8,1096.656,FL,Manatee County,Florida,South,27.49893,-82.57482,3925424.5420000004
58428,SO - 0005696,2017-10-17,Snaptags Ltd,Wholesale,Product 25,11,1815.7,19972.7,1434.403,NJ,Camden County,New Jersey,Northeast,39.92595,-75.11962,5342315.484
58429,SO - 0008731,2017-10-17,Deseret Group,Distributor,Product 20,10,5353.3,53533.0,4122.041,FL,Pinellas County,Florida,South,27.97895,-82.76657,2067108.1199999999
58430,SO - 0009451,2017-10-17,Realbridge Corp,Export,Product 16,6,2378.5,14271.0,1070.325,CT,Hartford County,Connecticut,Northeast,41.67655,-72.78616,2062061.144
58431,SO - 0001044,2017-10-17,Mylan Corp,Distributor,Product 15,9,5272.900000000001,47456.100000000006,3005.553,IL,Cook County,Illinois,Midwest,42.03336,-87.8834,3299478.315
58432,SO - 0001454,2017-10-17,Skyble Corp,Export,Product 14,7,777.2,5440.400000000001,411.91600000000005,IL,DuPage County,Illinois,Midwest,41.85857,-88.08948,4028698.4090000005
58433,SO - 0002233,2017-10-17,Fatz Group,Wholesale,Product 14,8,1989.9,15919.2,1552.122,TX,Rockwall County/Dallas County,Texas,South,32.91592,-96.54867,4028698.4090000005
58434,SO - 0002551,2017-10-17,Gigabox Group,Export,Product 26,11,3859.2000000000003,42451.200000000004,1929.6000000000001,AL,Lee County,Alabama,South,32.60986,-85.48078,5685138.2700000005
58435,SO - 0004450,2017-10-17,SAFEWAY Ltd,Wholesale,Product 15,10,1025.1000000000001,10251.000000000002,666.315,MA,Worcester County,Massachusetts,Northeast,42.26259,-71.80229,3299478.315
58436,SO - 0007033,2017-10-17,Blogtags Ltd,Wholesale,Product 22,9,1045.2,9406.800000000001,606.216,CA,Los Angeles County,California,West,33.98168,-118.22507,663601.902
58437,SO - 0007554,2017-10-17,Trunyx Ltd,Wholesale,Product 20,5,2452.2000000000003,12261.000000000002,1741.0620000000001,NJ,Passaic County,New Jersey,Northeast,40.91677,-74.17181,2067108.1199999999
58438,SO - 0007924,2017-10-17,SUPERVALU Ltd,Export,Product 15,10,268.0,2680.0,217.08,IL,Cook County,Illinois,Midwest,42.03209,-87.75778,3299478.315
58439,SO - 0009396,2017-10-17,Pfizer Corp,Distributor,Product 12,10,850.9,8509.0,340.36,CA,Riverside County,California,West,33.74752,-116.97197,1356976.996
58440,SO - 0009114,2017-10-17,CARDINAL Group,Wholesale,Product 5,5,998.3000000000001,4991.5,808.6230000000002,CO,Broomfield County,Colorado,West,39.92054,-105.08665,3925424.5420000004
58441,SO - 000704,2017-10-17,Centizu Company,Wholesale,Product 1,11,6184.1,68025.1,4638.075000000001,IL,Cook County/Kane County,Illinois,Midwest,42.03964,-88.32171,3016489.209
58442,SO - 0001706,2017-10-17,Roberts Company,Wholesale,Product 21,7,1949.7,13647.9,1052.8380000000002,GA,Fulton County,Georgia,South,34.07538,-84.29409,959899.2180000001
58443,SO - 0001761,2017-10-17,Roomm Company,Export,Product 15,6,2010.0,12060.0,924.6,IL,Cook County,Illinois,Midwest,41.69043,-87.74383,3299478.315
58444,SO - 0005167,2017-10-17,Kare Corp,Distributor,Product 5,5,6244.400000000001,31222.000000000004,5057.964000000001,WI,Dane County,Wisconsin,Midwest,43.07305,-89.40123,3925424.5420000004
58445,SO - 0006063,2017-10-17,Omba Group,Wholesale,Product 19,7,891.1,6237.7,623.77,NY,Westchester County,New York,Northeast,40.9126,-73.83708,1645841.6
58446,SO - 0006660,2017-10-17,State Ltd,Wholesale,Product 26,5,6083.6,30418.0,2980.964,NC,Edgecombe County/Nash County,North Carolina,South,35.96851,-77.80829,5685138.2700000005
58447,SO - 0009813,2017-10-17,Alembic Ltd,Wholesale,Product 23,8,1929.6000000000001,15436.800000000001,1234.9440000000002,NY,Suffolk County,New York,Northeast,40.88409,-73.37676,1135815.7580000001
58448,SO - 0009505,2017-10-17,Zoomzone Corp,Wholesale,Product 7,8,2385.2000000000003,19081.600000000002,1025.6360000000002,NV,Clark County,Nevada,West,36.21108,-115.07306,889737.555
58449,SO - 0010718,2017-10-17,Camido Company,Distributor,Product 26,8,1788.9,14311.2,966.0060000000001,CA,Alameda County,California,West,37.87159,-122.27275,5685138.2700000005
58450,SO - 000281,2017-10-17,Skyble Corp,Export,Product 14,11,1675.0,18425.0,1072.0,IN,Howard County,Indiana,Midwest,40.48643,-86.1336,4028698.4090000005
58451,SO - 0003555,2017-10-17,Chatterbri Ltd,Distributor,Product 6,11,1829.1000000000001,20120.100000000002,859.677,IL,Champaign County,Illinois,Midwest,40.11506,-88.27365,1672229.416
58452,SO - 0005250,2017-10-17,Pacific Ltd,Wholesale,Product 26,7,2211.0,15477.0,1392.93,MN,Hennepin County,Minnesota,Midwest,45.09413,-93.35634,5685138.2700000005
58453,SO - 0007836,2017-10-17,Shuffledri Group,Wholesale,Product 20,6,1829.1000000000001,10974.6,1371.825,CA,Los Angeles County,California,West,34.13612,-117.86534,2067108.1199999999
58454,SO - 0007917,2017-10-17,Remedy Ltd,Wholesale,Product 4,6,3899.4,23396.4,2807.5679999999998,IN,Vanderburgh County,Indiana,Midwest,37.97476,-87.55585,2885560.824
58455,SO - 0009634,2017-10-17,Eidel Corp,Distributor,Product 28,8,3591.2000000000003,28729.600000000002,2082.896,FL,Alachua County,Florida,South,29.65163,-82.32483,1003867.767
58456,SO - 0001846,2017-10-17,Aldi Ltd,Wholesale,Product 23,12,1969.8,23637.6,1378.86,MI,Macomb County,Michigan,Midwest,42.49982,-83.00549,1135815.7580000001
58457,SO - 0001970,2017-10-17,Liberty Group,Wholesale,Product 7,7,5165.7,36159.9,2066.28,FL,Volusia County,Florida,South,29.13832,-80.99561,889737.555
58458,SO - 0004714,2017-10-17,Bath Group,Wholesale,Product 24,12,5393.5,64722.0,3128.2299999999996,IL,McHenry County,Illinois,Midwest,42.19807,-88.27594,756557.97
58459,SO - 0004741,2017-10-17,WOCKHARDT Group,Wholesale,Product 26,11,1051.9,11570.900000000001,683.7350000000001,WA,Benton County,Washington,West,46.28569,-119.28446,5685138.2700000005
58460,SO - 0005675,2017-10-17,Kazu Corp,Wholesale,Product 15,9,1125.6000000000001,10130.400000000001,596.5680000000001,NC,Durham County/Orange County,North Carolina,South,35.92812,-79.03742,3299478.315
58461,SO - 0005940,2017-10-17,Vinte Group,Export,Product 13,6,5212.6,31275.600000000002,2814.8040000000005,CA,Orange County,California,West,33.75918,-118.00673,3720639.645
58462,SO - 0008115,2017-10-17,Devpoint Group,Wholesale,Product 20,9,1065.3,9587.699999999999,521.997,TX,Harris County,Texas,South,29.69106,-95.2091,2067108.1199999999
58463,SO - 0009781,2017-10-17,US Ltd,Wholesale,Product 15,9,6170.7,55536.299999999996,3455.592,CA,Sonoma County,California,West,38.23242,-122.63665,3299478.315
58464,SO - 000484,2017-10-17,Cogilith Group,Distributor,Product 4,5,891.1,4455.5,579.215,CA,Shasta County,California,West,40.58654,-122.39168,2885560.824
58465,SO - 000869,2017-10-17,Mycone Ltd,Wholesale,Product 1,6,2666.6,15999.599999999999,1253.302,TX,Collin County,Texas,South,33.10317,-96.67055,3016489.209
58466,SO - 0004458,2017-10-17,Lazzy Group,Export,Product 26,11,1078.7,11865.7,453.05400000000003,NY,Rockland County,New York,Northeast,41.05369,-73.94809,5685138.2700000005
58467,SO - 0005455,2017-10-17,Golden Corp,Distributor,Product 25,9,4013.3,36119.700000000004,2327.714,IN,Delaware County,Indiana,Midwest,40.19338,-85.38636,5342315.484
58468,SO - 0006753,2017-10-17,Flipstorm Group,Wholesale,Product 4,10,737.0,7370.0,449.57,NC,Edgecombe County/Nash County,North Carolina,South,35.96851,-77.80829,2885560.824
58469,SO - 0007297,2017-10-17,Vimbo Company,Distributor,Product 25,9,3906.1,35154.9,2499.904,UT,Utah County,Utah,West,40.23384,-111.65853,5342315.484
58470,SO - 0008438,2017-10-17,Chatterpoi Corp,Wholesale,Product 14,11,911.2,10023.2,419.15200000000004,WY,Laramie County,Wyoming,West,41.13998,-104.82025,4028698.4090000005
58471,SO - 0001381,2017-10-18,Chatterpoi Corp,Distributor,Product 12,10,254.6,2546.0,124.75399999999999,NC,Durham County/Orange County,North Carolina,South,35.92812,-79.03742,1356976.996
58472,SO - 0002167,2017-10-18,Skyble Corp,Wholesale,Product 25,12,207.70000000000002,2492.4,116.31200000000003,PA,Philadelphia County,Pennsylvania,Northeast,39.95234,-75.16379,5342315.484
58473,SO - 0004695,2017-10-18,Fivechat Company,Distributor,Product 13,8,201.0,1608.0,106.53,OH,Trumbull County/Mahoning County,Ohio,Midwest,41.0991,-80.6459,3720639.645
58474,SO - 0006688,2017-10-18,Mylan Corp,Wholesale,Product 24,8,201.0,1608.0,86.42999999999999,MI,Macomb County,Michigan,Midwest,42.58031,-83.0302,756557.97
58475,SO - 0008950,2017-10-18,Skyvu Group,Distributor,Product 13,10,1989.9,19899.0,895.455,IN,Lake County,Indiana,Midwest,41.58337,-87.50004,3720639.645
58476,SO - 0009486,2017-10-18,BTA Corp,Wholesale,Product 27,5,1976.5,9882.5,1600.9650000000001,MI,Oakland County,Michigan,Midwest,42.47337,-83.22187,964940.2310000001
58477,SO - 000168,2017-10-18,Livepath Corp,Wholesale,Product 13,11,241.20000000000002,2653.2000000000003,132.66000000000003,TX,Galveston County/Harris County,Texas,South,29.49006,-95.10909,3720639.645
58478,SO - 0005563,2017-10-18,Livepath Corp,Export,Product 25,6,3671.6,22029.6,1468.64,FL,Miami-Dade County,Florida,South,25.77427,-80.19366,5342315.484
58479,SO - 0006272,2017-10-18,Meejo Corp,Wholesale,Product 12,6,2659.9,15959.400000000001,1649.1380000000001,MN,Dakota County,Minnesota,Midwest,44.76774,-93.27772,1356976.996
58480,SO - 0007908,2017-10-18,Wordpedia Ltd,Distributor,Product 1,8,268.0,2144.0,174.20000000000002,NJ,Passaic County,New Jersey,Northeast,40.85677,-74.12848,3016489.209
58481,SO - 000546,2017-10-18,US Ltd,Distributor,Product 8,9,1219.4,10974.6,560.9240000000001,IL,Lake County,Illinois,Midwest,42.35277,-88.06133,1085037.3290000001
58482,SO - 000564,2017-10-18,Valeant Corp,Wholesale,Product 15,5,857.6,4288.0,394.49600000000004,NJ,Middlesex County,New Jersey,Northeast,40.50399,-74.34941,3299478.315
58483,SO - 0001649,2017-10-18,Flipstorm Group,Distributor,Product 15,11,1045.2,11497.2,825.7080000000001,CA,Los Angeles County,California,West,34.08057,-118.07285,3299478.315
58484,SO - 0002529,2017-10-18,Twitterbri Ltd,Wholesale,Product 19,7,2820.7000000000003,19744.9,2228.3530000000005,FL,Osceola County,Florida,South,28.29196,-81.40757,1645841.6
58485,SO - 0006009,2017-10-18,Wise Company,Wholesale,Product 18,11,2860.9,31469.9,2288.7200000000003,CA,Santa Clara County,California,West,37.323,-122.03218,2309499.045
58486,SO - 0006057,2017-10-18,Fivebridge Ltd,Distributor,Product 29,9,194.3,1748.7,89.37800000000001,IL,Cook County,Illinois,Midwest,41.71087,-87.75811,594471.5700000001
58487,SO - 0006725,2017-10-18,Mydo Corp,Distributor,Product 28,9,2458.9,22130.100000000002,1180.272,OH,Trumbull County/Mahoning County,Ohio,Midwest,41.0991,-80.6459,1003867.767
58488,SO - 0009094,2017-10-18,Tagfeed Ltd,Distributor,Product 26,10,2539.3,25393.0,1498.1870000000001,AL,Mobile County,Alabama,South,30.69436,-88.04305,5685138.2700000005
58489,SO - 0010333,2017-10-18,Avamba Company,Export,Product 4,9,1005.0,9045.0,663.3000000000001,IL,Lake County,Illinois,Midwest,42.3748,-87.84882,2885560.824
58490,SO - 0010777,2017-10-18,Aveda Group,Wholesale,Product 13,6,911.2,5467.200000000001,446.488,AZ,Mohave County,Arizona,West,34.4839,-114.32245,3720639.645
58491,SO - 000549,2017-10-18,Avamba Company,Export,Product 13,8,1862.6000000000001,14900.800000000001,1098.934,VA,Roanoke city,Virginia,South,37.27097,-79.94143,3720639.645
58492,SO - 0004457,2017-10-18,Divanoodle Ltd,Distributor,Product 8,6,1835.8,11014.8,1413.566,AR,Washington County,Arkansas,South,36.06258,-94.15743,1085037.3290000001
58493,SO - 0004631,2017-10-18,Family Corp,Export,Product 29,5,1815.7,9078.5,1034.9489999999998,CT,New Haven County,Connecticut,Northeast,41.22509,-73.06111,594471.5700000001
58494,SO - 0006886,2017-10-18,Skinder Group,Distributor,Product 6,8,1125.6000000000001,9004.800000000001,585.3120000000001,IL,Will County,Illinois,Midwest,41.68178,-88.20282,1672229.416
58495,SO - 0008630,2017-10-18,Mydeo Ltd,Export,Product 6,8,1963.1000000000001,15704.800000000001,1393.801,IL,Cook County,Illinois,Midwest,41.84454,-87.75929,1672229.416
58496,SO - 0008780,2017-10-18,Terumo Corp,Distributor,Product 22,7,1085.4,7597.800000000001,445.014,MI,Oakland County,Michigan,Midwest,42.65837,-83.14993,663601.902
58497,SO - 0010149,2017-10-18,Voolith Ltd,Wholesale,Product 10,10,1139.0,11390.0,911.2,TX,Harris County/Montgomery County,Texas,South,30.17256,-95.50981,864331.624
